CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Weight,Encoded_Brand,Price,Encoded_OS
24268,7320,17.3,1920,1080,48.0,1024.0,3.0,1,1599.0,6
1628,2040,15.6,1366,768,8.0,500.0,1.62,11,668.38,5
28523,23757,15.6,2560,1440,64.0,4096.0,2.3,4,2819.0,6
11045,2690,17.0,2560,1600,16.0,1024.0,1.75,20,1249.0,6
24971,1476,14.0,3840,2160,8.0,256.0,1.2,21,619.99,5
15287,4253,15.6,1920,1080,32.0,1000.0,1.64,11,949.99,6
23728,13772,17.0,1920,1200,32.0,2000.0,3.64,11,2402.39,6
18753,12961,15.6,1920,1080,8.0,512.0,3.32,16,749.0,5
28906,19560,17.3,2560,1600,64.0,2048.0,3.0,1,1919.0,6
19012,12961,15.6,1920,1080,24.0,2048.0,2.64,11,1159.0,5
23276,1476,15.6,1920,1080,16.0,1000.0,2.27,11,1182.99,5
28003,8274,15.6,1920,1200,64.0,4096.0,1.91,11,2409.0,5
23276,1476,13.3,3840,2160,8.0,512.0,1.18,11,750.74,6
34306,26876,15.6,3456,2160,32.0,2000.0,3.64,11,2509.42,6
23062,4253,15.6,1920,1080,8.0,256.0,2.9,11,1278.76,5
15084,12961,15.6,1920,1080,8.0,512.0,2.15,1,779.0,6
8473,7868,15.6,1920,1080,16.0,1024.0,2.25,21,879.0,6
15084,12961,15.6,1920,1080,8.0,256.0,2.12,1,749.0,5
6734,1585,15.6,1920,1080,8.0,256.0,2.0,11,398.0,5
21133,12961,15.6,1920,1080,16.0,512.0,2.41,21,1039.0,5
14526,7868,15.6,1920,1080,8.0,512.0,2.32,4,798.0,5
24971,4253,14.0,1920,1080,32.0,512.0,1.23,11,1027.94,5
23276,1247,16.0,2560,1600,16.0,512.0,1.95,3,649.0,2
9978,1476,14.0,1921,1080,8.0,256.0,1.43,1,449.99,0
18462,2040,15.6,1920,1080,40.0,1024.0,1.77,21,1129.0,6
3310,1476,11.6,1366,768,8.0,32.0,1.31,4,199.92,0
32744,5051,17.3,3840,2160,32.0,1024.0,3.09,23,3384.53,6
29690,19560,16.0,3840,2160,16.0,1024.0,3.27,4,1399.99,6
26423,12961,15.6,1920,1080,8.0,512.0,2.22,21,1149.0,5
23276,1476,13.4,1920,1200,16.0,1000.0,1.18,11,1556.42,6
21133,17089,16.0,2560,1600,32.0,1024.0,1.72,21,1399.99,5
13144,2040,14.0,1920,1080,16.0,256.0,2.27,21,613.04,6
26423,12961,16.0,1920,1200,8.0,512.0,1.96,11,1099.0,5
2187,1476,12.5,1366,768,8.0,512.0,1.57,21,232.98,5
24268,7320,17.3,1920,1080,48.0,1024.0,1.72,1,1549.0,6
13554,2690,16.0,1920,1200,16.0,512.0,1.86,4,639.0,5
9891,2690,14.0,1920,1080,12.0,512.0,1.7,1,619.0,5
26423,12961,15.6,1920,1200,64.0,4096.0,1.91,11,2304.88,6
2350,7320,15.6,1920,1080,16.0,512.0,1.78,4,1629.79,3
15287,2690,15.6,1920,1080,64.0,2048.0,1.64,11,1369.0,6
13775,1449,17.3,1920,1080,32.0,2048.0,2.77,11,1999.0,5
203,2,10.1,1024,600,1.0,250.0,1.27,4,369.99,8
24971,1476,13.3,1920,1080,32.0,1000.0,1.19,11,1542.41,6
3642,1476,14.0,1920,1080,64.0,512.0,1.53,11,922.92,6
2658,1476,15.6,1366,768,8.0,500.0,2.45,11,227.98,5
3000,2040,15.6,1920,1080,8.0,256.0,2.88,16,378.0,6
8473,7868,15.6,1920,1080,8.0,512.0,2.25,21,829.0,6
19333,2690,17.0,2560,1600,16.0,512.0,1.36,20,1013.49,6
17329,4253,13.3,1920,1080,8.0,256.0,0.87,31,851.2,6
8473,7868,15.6,1920,1080,8.0,256.0,3.15,21,729.99,5
1417,926,11.6,1366,768,4.0,64.0,1.57,31,225.73,0
1628,2040,15.6,1920,1080,8.0,256.0,1.61,16,519.99,5
6132,4253,15.6,1920,1080,20.0,1000.0,1.65,28,499.99,6
20753,6608,17.3,1920,1080,16.0,512.0,2.6,23,1799.99,5
23276,19560,15.6,1920,1080,24.0,1024.0,2.57,23,1339.0,6
46110,4253,14.0,1920,1080,16.0,1024.0,2.53,11,837.93,5
2003,4253,15.6,1920,1080,8.0,64.0,2.5,21,290.49,0
23728,12961,17.0,3840,2160,32.0,2000.0,3.64,11,2508.7,6
25569,693,15.6,1366,768,8.0,256.0,2.4,21,390.0,5
10779,926,12.5,1920,1080,8.0,128.0,1.15,21,569.99,5
15451,2690,16.0,1920,1200,32.0,1024.0,2.4,21,1559.0,6
28003,7320,15.6,1920,1200,32.0,2000.0,3.64,11,1953.76,6
19333,2690,14.0,2560,1600,16.0,1024.0,1.53,11,1199.0,6
19101,14124,14.0,1920,1080,16.0,1024.0,1.6,4,1629.99,5
20753,17089,16.0,2560,1600,16.0,0.0009765625,4.41,23,1649.0,5
29690,34635,16.0,2560,1600,32.0,1000.0,3.64,11,2506.28,6
10641,4,14.0,1920,1080,8.0,128.0,2.64,4,810.72,0
26423,17089,15.6,1920,1080,32.0,2048.0,3.64,11,1399.0,6
15287,2690,14.0,1920,1080,16.0,512.0,2.61,31,975.0,6
15735,12961,15.6,1920,1080,16.0,512.0,2.55,11,987.51,6
26423,2690,15.6,1920,1080,16.0,512.0,1.82,4,1113.99,6
26423,8274,16.0,2560,1600,16.0,512.0,3.36,21,899.99,6
23062,4253,15.6,1920,1080,16.0,256.0,1.91,11,958.64,5
7646,11706,15.6,1920,1080,16.0,512.0,1.86,23,939.99,6
23062,12961,17.3,1920,1080,8.0,512.0,2.75,4,847.58,6
48120,5051,17.3,1920,1080,32.0,1000.0,3.64,11,2585.75,6
23656,13676,16.1,1920,1080,16.0,1024.0,2.56,16,1289.0,6
10346,2690,16.0,2560,1600,16.0,2048.0,1.48,20,1329.99,6
3855,2040,15.6,1920,1080,8.0,512.0,1.52,16,469.0,5
17229,4253,14.0,1366,768,4.0,128.0,1.55,21,234.84,5
2010,1042,14.0,1366,768,16.0,512.0,1.59,11,776.16,5
17329,926,14.0,1920,1080,8.0,256.0,2.27,20,1052.45,6
2350,19560,15.6,2560,1440,16.0,1024.0,2.96,1,1427.82,5
12421,7320,15.6,1920,1200,32.0,4000.0,3.64,11,2144.34,6
23728,1476,15.6,1920,1080,32.0,1000.0,3.64,11,1199.0,6
10999,2040,15.6,1920,1080,8.0,256.0,1.91,1,523.72,5
11027,1476,15.6,1920,1080,16.0,512.0,2.49,16,489.0,6
13481,4253,14.0,1920,1080,16.0,256.0,3.06,11,695.0,6
12802,12961,15.6,1920,1080,8.0,512.0,3.64,11,1013.88,6
26423,12961,16.0,2560,1600,64.0,4096.0,2.45,11,2119.99,6
16162,17089,16.0,2560,1600,16.0,512.0,2.4,1,1439.0,5
11045,12961,16.0,2560,1600,16.0,1024.0,1.9,23,2118.99,5
23276,19560,15.6,1920,1080,32.0,1024.0,2.25,12,1309.0,5
20753,17089,16.1,1920,1080,64.0,2048.0,2.6,8,2399.0,6
44905,34635,16.0,2560,1440,16.0,1024.0,2.94,23,2091.05,6
17441,12961,17.3,1920,1080,24.0,1024.0,3.29,1,1209.0,6
23728,12961,15.6,3840,2160,16.0,512.0,3.64,11,2142.39,6
1628,2040,14.0,1920,1080,4.0,128.0,3.08,21,320.0,5
23656,12961,15.6,1920,1080,16.0,1024.0,2.52,11,1309.99,6
8473,12961,15.6,1920,1080,16.0,1024.0,2.3,1,1079.0,6
28523,17089,17.3,1920,1080,16.0,2048.0,2.9,23,2319.99,6
1218,1476,15.6,1920,1080,8.0,512.0,1.74,11,563.68,5
13775,2690,16.0,1920,1200,32.0,1024.0,1.9,11,857.0,6
23276,13772,17.0,1920,1200,16.0,1024.0,2.14,11,2646.58,6
23728,12961,15.6,1920,1200,16.0,1000.0,3.64,11,1904.93,6
19333,12961,16.0,2560,1600,32.0,3072.0,1.32,20,2109.0,6
15826,10181,15.6,1920,1080,16.0,512.0,2.2,12,949.99,5
7731,1865,15.6,1920,1080,8.0,256.0,1.95,11,990.77,5
8185,27324,17.3,1920,1080,12.0,512.0,3.64,11,2598.74,6
24887,2040,15.6,1920,1080,32.0,1024.0,1.8,4,1199.0,6
2502,1476,14.0,1366,768,8.0,256.0,1.9,11,254.98,5
44977,26876,16.0,2560,1600,16.0,4096.0,1.97,21,2929.0,6
15084,240,17.3,1920,1080,8.0,512.0,2.04,21,609.99,6
19453,2690,14.0,1920,1080,8.0,1024.0,2.27,16,649.99,6
3855,2040,14.0,1360,768,8.0,128.0,1.47,16,299.0,5
11287,17089,15.6,1920,1080,64.0,512.0,1.86,23,949.0,6
26454,12961,15.6,1920,1080,16.0,1024.0,2.5,4,1136.79,6
8185,12961,15.6,1920,1080,32.0,1024.0,2.32,1,999.0,6
6132,1476,14.0,1920,1080,8.0,128.0,2.27,23,598.19,6
9173,2808,13.3,1920,1080,8.0,512.0,1.07,11,1495.21,5
17139,2040,14.0,1920,1200,16.0,1024.0,2.36,16,1289.99,5
8185,23757,15.6,2560,1440,32.0,2000.0,3.64,11,2083.44,6
13775,2690,15.6,1920,1080,64.0,2048.0,1.68,11,999.99,6
411,7868,15.6,3840,2160,32.0,1024.0,1.75,11,2499.0,5
3828,891,15.6,1920,1080,16.0,512.0,1.82,1,599.0,6
8185,12961,14.0,1920,1080,16.0,512.0,1.56,1,890.63,5
9891,2690,13.3,1920,1080,8.0,512.0,1.3,4,699.99,5
16506,2040,15.6,1920,1080,16.0,512.0,1.64,11,499.0,6
23062,1476,15.6,1920,1080,4.0,500.0,1.86,11,875.87,5
1218,1476,13.7,1920,1080,16.0,256.0,2.09,16,589.99,6
2010,1449,13.0,2560,1600,16.0,512.0,1.0,3,638.55,2
3855,891,14.0,1366,768,8.0,1024.0,1.27,16,409.0,5
12784,240,14.0,1920,1080,8.0,256.0,1.55,1,580.0,0
1486,1476,15.6,1920,1080,4.0,256.0,1.86,21,269.99,6
1655,1476,15.6,1920,1080,8.0,128.0,1.35,11,466.0,5
23276,23757,16.0,2560,1600,64.0,1024.0,2.32,4,1446.99,6
12802,12961,15.6,1920,1080,8.0,512.0,3.64,11,926.93,6
10280,2690,14.0,1920,1080,16.0,512.0,2.73,12,488.43,6
2980,296,14.0,1920,1080,4.0,0.03125,1.82,21,183.99,0
11045,2690,15.6,1920,1080,64.0,2048.0,1.56,16,1469.0,5
19333,12961,16.0,2560,1600,32.0,1024.0,1.3,20,1899.0,6
28003,19560,15.6,1920,1080,16.0,1024.0,1.64,21,1399.0,5
23276,19560,15.6,1920,1080,16.0,1024.0,1.99,23,1259.0,6
26423,17089,15.6,2560,1600,32.0,1024.0,2.73,23,1649.0,5
1556,4253,11.6,1366,768,4.0,128.0,1.45,16,264.19,0
15084,12961,15.6,1920,1080,32.0,1024.0,2.15,1,909.0,6
11027,1476,15.6,1920,1080,12.0,512.0,1.69,21,579.0,6
28003,2690,14.0,2560,1600,16.0,1.0,1.23,1,1399.99,6
28003,7320,15.6,1920,1200,32.0,512.0,3.64,11,1875.17,6
10779,926,13.1,1024,768,16.0,1024.0,3.59,27,518.99,5
17441,12961,17.3,1920,1080,32.0,2048.0,3.62,1,1419.0,6
23728,23757,15.6,2560,1440,16.0,512.0,3.64,11,1994.94,6
6228,1476,14.0,1920,1080,8.0,512.0,1.5,21,414.89,6
3810,1042,15.6,1366,768,8.0,128.0,1.82,21,499.99,5
11197,6608,15.6,3840,2160,32.0,1024.0,3.15,11,579.99,5
13554,4253,13.5,2256,1504,16.0,512.0,2.31,25,1469.99,6
1556,1476,14.0,1366,768,4.0,64.0,1.47,16,188.0,6
10936,14124,15.6,1920,1080,16.0,512.0,2.5,1,1256.0,5
26454,1476,14.0,1920,1080,16.0,512.0,1.22,11,1000.99,6
15084,12961,15.6,1920,1080,8.0,256.0,2.15,1,749.0,5
16162,17089,15.6,1920,1080,16.0,512.0,1.74,1,1369.0,6
3642,4253,13.3,1920,1080,8.0,512.0,1.32,11,586.58,6
1417,4253,14.0,1920,1080,4.0,64.0,1.68,1,188.99,0
23656,12961,15.6,1920,1080,16.0,512.0,2.06,11,1099.0,6
23728,17089,16.0,2560,1600,16.0,512.0,2.45,11,1196.06,6
2230,1476,14.0,1366,768,4.0,320.0,2.87,16,166.98,5
9891,2690,14.0,1920,1080,20.0,512.0,1.41,21,509.0,6
24971,1476,14.0,1920,1080,32.0,512.0,1.23,11,993.29,6
2350,4253,15.6,1920,1080,4.0,128.0,1.72,1,454.26,5
3591,1042,15.6,1366,768,8.0,1024.0,2.2,21,562.0,5
8475,1476,15.6,1922,1080,4.0,128.0,1.7,1,329.99,0
23276,926,12.5,1366,768,8.0,256.0,2.15,21,759.0,5
3928,13772,16.0,1920,1200,16.0,1000.0,2.61,11,2365.33,6
8407,1476,15.6,1920,1080,32.0,1024.0,2.09,16,699.0,5
7773,1585,15.6,1920,1080,12.0,512.0,1.82,11,458.0,5
17546,2690,16.0,1920,1200,16.0,512.0,1.76,21,1319.0,6
44977,34635,16.0,2560,1600,64.0,8192.0,1.7,24,4299.0,6
29690,19560,14.5,2560,1600,16.0,1024.0,1.64,4,1799.99,6
14526,7868,17.3,1920,1080,32.0,4096.0,2.6,4,1429.0,6
26454,19560,17.3,1920,1080,32.0,1024.0,2.6,23,1649.6,6
10552,6608,15.6,1920,1080,32.0,1024.0,1.59,11,1569.77,6
26423,17089,17.0,3840,2400,32.0,1024.0,2.41,11,3169.0,6
1208,1476,11.6,1366,768,8.0,512.0,1.68,11,232.98,5
17441,12961,17.3,1920,1080,8.0,512.0,3.0,1,1119.0,6
10936,12956,15.6,1920,1080,16.0,256.0,2.32,1,1049.99,5
26423,12961,15.6,1920,1200,32.0,2048.0,59.09,11,2619.0,6
13775,2690,15.6,1920,1080,64.0,2048.0,39.99,11,1354.81,6
23276,12961,16.0,2560,1600,32.0,2048.0,20.89,4,1519.0,5
18462,2040,15.6,1920,1080,32.0,1024.0,1.79,16,1088.01,6
16980,2690,16.0,1920,1200,8.0,512.0,1.6,1,549.99,6
26454,19560,16.0,2560,1600,64.0,1024.0,5.0,23,1949.0,5
24268,7320,17.3,1920,1080,48.0,2048.0,3.0,1,1669.0,6
48083,19560,16.0,3840,2160,32.0,32.0,5.73,4,2089.99,6
17441,1476,15.6,1920,1080,16.0,1024.0,1.77,16,478.0,6
3240,926,14.0,1920,1080,8.0,256.0,2.18,21,939.9,5
2003,1476,17.3,1920,1080,4.0,64.0,2.41,4,249.8,0
13775,4601,17.3,1920,1080,32.0,4096.0,2.21,16,1879.0,6
11757,12961,15.6,1920,1080,16.0,512.0,2.01,4,1179.0,6
1556,4253,15.6,1920,1080,4.0,64.0,1.59,4,225.0,5
7460,1476,15.6,1920,1080,16.0,1024.0,1.7,11,483.99,6
1020,1476,17.3,1920,1080,4.0,64.0,2.42,4,259.0,0
15287,4253,14.0,1920,1080,16.0,512.0,1.55,11,1066.99,6
12421,7320,15.6,1366,768,16.0,2000.0,3.64,11,1914.49,6
7260,1476,14.0,1920,1080,8.0,512.0,2.92,16,1071.5,5
26423,926,15.6,1366,768,12.0,1024.0,2.2,16,599.99,5
15287,7320,15.6,1920,1080,16.0,1024.0,1.78,1,999.99,6
23284,1476,16.0,1920,1200,8.0,512.0,1.86,4,599.0,6
1556,324,11.6,1366,768,4.0,64.0,1.05,4,194.99,5
9891,2690,17.3,1920,1080,8.0,512.0,2.41,16,599.0,6
26454,1476,14.0,1920,1080,32.0,512.0,1.22,11,1039.49,6
12012,7176,17.0,1920,1200,32.0,512.0,2.09,11,2658.13,5
9072,2040,15.6,1920,1080,8.0,128.0,1.78,1,299.99,6
19333,2690,14.0,1920,1200,32.0,512.0,1.73,16,1349.0,5
1687,2690,15.6,1920,1200,32.0,1024.0,1.68,11,839.0,6
16980,2690,17.3,1920,1080,32.0,1024.0,2.1,16,799.99,6
23728,1476,14.0,1920,1080,64.0,1000.0,3.64,11,1029.99,6
12421,26876,15.6,3840,2160,16.0,4000.0,3.64,11,2795.86,6
10936,12956,15.6,1920,1080,16.0,256.0,2.3,1,1049.99,5
6132,2690,15.6,1920,1080,8.0,128.0,1.82,4,329.95,6
28523,17089,16.1,2560,1440,24.0,1024.0,2.06,16,1799.0,5
2703,4253,14.0,1366,768,16.0,1024.0,2.3,16,342.98,5
2010,12961,15.6,1920,1080,32.0,1024.0,2.54,11,1373.29,6
23276,19560,15.6,1920,1080,32.0,4096.0,2.27,23,1689.0,6
15287,12961,17.3,1920,1080,64.0,4096.0,2.96,16,2109.0,5
23728,23757,17.3,1920,1080,16.0,512.0,3.64,11,3005.81,6
26454,19560,15.6,2560,1440,32.0,1024.0,4.18,23,1495.0,6
23728,12961,17.0,3840,2160,32.0,4000.0,3.64,11,2699.27,6
28003,13772,15.6,1920,1080,64.0,512.0,3.64,11,2223.23,6
15287,12961,17.3,1920,1080,32.0,1024.0,2.91,16,1649.0,5
7822,7868,15.6,1920,1080,8.0,256.0,2.18,4,767.0,5
17229,4601,16.0,3840,2160,64.0,2048.0,2.1,8,2999.0,6
12421,2690,13.4,1920,1200,16.0,512.0,1.23,11,1059.0,6
8473,12961,15.6,1920,1080,16.0,1024.0,1.5,1,1229.0,6
10346,2690,14.0,1920,1080,20.0,512.0,1.76,21,929.99,6
2350,34635,16.0,2560,1440,12.0,2048.0,2.03,1,2627.82,5
8473,12961,15.6,1920,1080,16.0,512.0,2.3,1,1119.0,5
28003,19560,16.0,1920,1200,16.0,512.0,2.15,4,1439.0,5
2703,4253,14.0,1366,768,8.0,512.0,2.0,16,288.98,5
26423,17089,15.6,1920,1080,16.0,1024.0,1.85,11,1609.99,5
8734,2040,15.6,1920,1080,8.0,256.0,1.7,16,440.0,6
26454,7320,16.0,1920,1200,16.0,512.0,1.8,21,1289.0,6
9970,2690,15.6,1920,1080,64.0,2048.0,1.9,11,1101.86,6
8301,1476,15.6,1920,1080,8.0,512.0,1.99,11,549.0,5
26423,8274,16.0,2560,1600,32.0,1024.0,2.09,21,1449.0,6
18435,7320,15.6,1920,1080,16.0,1024.0,2.32,16,607.0,6
3855,2040,14.0,1366,768,16.0,128.0,1.45,16,529.0,6
32744,10005,16.0,3840,2400,32.0,2048.0,2.96,21,2119.0,6
12802,1476,15.6,1366,768,32.0,1000.0,3.64,11,933.23,6
1108,926,14.0,1366,768,4.0,32.0,0.33,16,265.0,0
8473,12961,15.6,1920,1080,16.0,256.0,2.3,1,1119.99,5
3928,13772,17.3,1920,1080,32.0,1000.0,3.64,11,2585.75,6
14812,8649,18.0,1920,1200,32.0,1000.0,3.64,11,2470.27,6
8473,7868,15.6,1920,1080,8.0,256.0,1.86,23,580.0,5
10346,2690,15.6,1920,1080,16.0,512.0,1.84,1,574.98,6
3642,926,12.5,1366,768,12.0,480.0,1.82,27,849.0,5
32929,19560,16.0,2560,1600,16.0,2048.0,1.78,21,1969.0,6
9891,2690,15.6,1920,1080,12.0,512.0,1.73,11,669.0,5
7460,1476,14.0,1920,1080,16.0,128.0,1.65,21,630.99,5
26423,17089,15.6,1920,1080,64.0,2048.0,3.64,11,1299.0,5
26423,26876,15.6,1920,1080,24.0,1024.0,3.64,4,1439.0,6
8185,27324,17.3,1920,1080,64.0,4000.0,3.64,11,2598.74,6
48083,23757,16.0,2560,1600,32.0,1000.0,2.45,11,1601.66,6
10936,7868,15.6,1920,1080,16.0,2048.0,2.0,38,2199.0,5
6132,1476,14.0,1920,1080,20.0,256.0,1.5,21,292.0,6
26423,17089,17.0,3840,2400,64.0,2048.0,2.43,11,2730.61,6
2527,324,14.0,1366,768,4.0,64.0,1.45,16,195.0,0
1556,324,15.6,1920,1080,4.0,64.0,1.64,4,223.0,5
23728,12961,16.0,1920,1200,8.0,512.0,2.03,11,1156.55,6
2350,34635,16.0,1920,1080,12.0,512.0,3.64,11,3453.43,3
2059,12961,16.0,3840,2400,64.0,1024.0,3.12,8,3999.0,6
23276,4438,15.6,1920,1080,16.0,512.0,2.59,11,615.49,5
9978,1476,14.0,1920,1200,8.0,128.0,1.55,1,412.82,6
1108,926,14.0,1366,768,4.0,32.0,1.7,16,259.0,0
15853,1487,15.6,1366,768,32.0,256.0,1.73,16,679.99,6
23276,22459,15.6,1920,1080,16.0,1024.0,2.0,4,1549.0,6
10346,926,15.6,1920,1080,16.0,512.0,1.05,31,1025.0,6
19333,2690,16.0,1920,1080,32.0,2048.0,0.99,20,1689.0,6
28003,13772,16.0,2560,1600,32.0,1024.0,1.78,21,2339.0,6
26454,12961,15.6,1920,1080,16.0,512.0,1.8,4,929.49,6
6925,1509,14.0,1920,1080,16.0,512.0,1.82,21,1199.0,5
23062,4253,14.0,1920,1080,16.0,256.0,1.23,11,1079.91,5
6132,1476,14.0,1920,1080,4.0,128.0,1.5,4,402.99,5
26423,2690,15.6,1920,1080,40.0,2048.0,1.77,21,1199.99,6
7646,7868,15.6,1366,768,8.0,1024.0,2.5,1,689.0,5
3014,926,13.3,1440,900,8.0,256.0,1.36,3,330.0,4
11027,1476,15.6,1920,1080,8.0,256.0,1.57,16,469.0,5
101,324,15.6,1920,1080,8.0,128.0,1.78,16,316.99,6
19333,2690,14.0,2880,1800,32.0,1024.0,1.74,23,1694.99,6
13144,240,15.6,1920,1080,16.0,512.0,1.69,11,479.08,6
13775,2690,15.6,1920,1080,16.0,512.0,1.68,11,843.0,6
17229,2690,16.0,1920,1080,16.0,1024.0,1.91,11,959.99,6
8473,12961,15.6,1920,1080,32.0,1024.0,2.3,1,1109.0,6
13775,2690,14.0,1920,1080,16.0,512.0,1.45,1,1079.99,6
34115,19560,16.1,2560,1440,32.0,2048.0,1.72,16,1979.0,6
23276,19560,15.6,1920,1080,8.0,512.0,2.0,23,933.09,6
3642,1476,14.0,1920,1080,16.0,256.0,3.64,11,1154.99,6
17441,12961,17.3,1920,1080,64.0,2048.0,3.0,1,1529.0,5
9716,240,14.0,1366,768,16.0,1024.0,1.45,16,450.0,6
10641,1476,15.6,1920,1080,16.0,512.0,1.75,16,649.0,6
13775,4601,15.6,1920,1080,64.0,2048.0,1.77,16,1579.99,6
19012,12961,15.6,1920,1080,24.0,2048.0,1.74,11,1159.0,5
6132,1476,15.6,1366,768,16.0,1024.0,1.7,16,459.98,6
9891,2690,15.6,1920,1080,8.0,256.0,2.95,16,615.01,6
28003,2690,16.0,3072,1920,16.0,1024.0,3.3,16,1509.0,6
23728,12961,15.6,1920,1200,32.0,1000.0,3.64,11,1955.4,6
8734,2040,15.6,1366,768,32.0,1024.0,1.8,11,451.0,6
37546,2690,16.0,1920,1080,16.0,512.0,1.91,11,1099.0,6
20753,5051,15.6,1920,1080,16.0,1024.0,2.86,23,1246.47,6
10346,2690,15.6,1920,1080,8.0,512.0,1.66,21,629.0,6
8473,12961,15.6,1920,1080,32.0,2048.0,2.3,1,1229.0,6
10936,14124,17.3,1920,1080,16.0,512.0,2.9,23,1199.99,5
3395,926,15.6,1366,768,8.0,2048.0,2.3,11,689.0,5
15287,2690,16.0,1920,1080,16.0,512.0,1.74,21,869.49,6
10346,2690,16.0,2560,1600,16.0,1024.0,1.18,20,1610.05,6
13775,4601,17.3,1920,1080,64.0,4096.0,2.55,16,2109.0,6
23276,12961,16.0,2560,1600,32.0,1024.0,2.0,4,1399.0,5
8473,12961,15.6,1920,1080,16.0,512.0,2.32,1,949.0,6
6734,1124,15.6,1920,1080,8.0,256.0,2.41,21,465.19,6
18753,1476,15.6,1920,1080,32.0,512.0,1.77,21,1099.99,5
8473,12961,15.6,1920,1080,16.0,256.0,2.3,1,849.0,6
24971,1476,14.0,1920,1080,16.0,512.0,3.64,11,1349.99,6
227,4253,15.0,1366,768,4.0,128.0,2.27,16,235.99,6
11287,17089,15.6,1920,1080,24.0,512.0,1.86,23,1219.0,6
13775,6020,16.0,1920,1200,32.0,2048.0,1.84,11,1099.0,6
9497,1247,15.6,1920,1080,32.0,1024.0,1.82,11,436.98,5
17441,1476,17.3,1600,900,12.0,256.0,2.2,21,729.0,5
26454,26876,15.6,2560,1440,32.0,1024.0,4.18,23,1599.0,6
10280,2690,16.0,2560,1600,16.0,512.0,1.91,23,1047.36,5
9891,2690,14.0,1920,1080,8.0,512.0,1.61,1,679.99,6
11027,4253,14.0,1920,1080,8.0,512.0,1.55,16,449.99,6
15287,2690,13.5,1920,1280,16.0,512.0,1.78,16,1249.0,6
9891,2690,15.6,1920,1080,16.0,1024.0,2.0,20,1109.0,5
2003,1476,17.3,1920,1080,4.0,128.0,2.23,1,329.99,0
26423,8274,16.0,2560,1600,32.0,4096.0,1.96,21,1699.0,5
7460,2690,15.6,1920,1080,32.0,512.0,1.68,11,500.0,6
13144,1476,14.0,1920,1200,16.0,1024.0,1.5,21,869.99,6
26454,12961,15.6,1920,1080,16.0,2048.0,1.68,4,1329.99,6
11287,7868,15.6,1920,1080,8.0,512.0,3.14,23,685.0,5
23276,19560,15.6,1920,1080,32.0,2048.0,2.27,23,1509.0,6
13775,4253,16.0,2560,1600,16.0,512.0,2.09,21,774.99,6
2187,1476,14.0,1366,768,8.0,256.0,3.53,11,724.95,5
32140,7320,15.6,1920,1080,32.0,1024.0,2.98,11,1369.0,5
26423,17089,15.6,1920,1080,64.0,4096.0,2.44,11,2229.99,6
23062,4253,13.3,1920,1080,16.0,256.0,1.14,11,733.42,5
46110,1476,15.6,1366,768,16.0,500.0,1.86,11,426.36,5
3712,891,14.0,1366,768,8.0,256.0,1.51,16,479.99,5
26423,17089,15.6,1920,1080,16.0,1024.0,2.68,11,1609.0,6
44977,26876,16.0,2560,1600,16.0,2048.0,2.02,11,2319.0,5
2947,2690,17.0,2560,1600,16.0,1024.0,1.35,20,1409.0,5
6132,1476,14.0,1366,768,24.0,1024.0,1.43,4,559.0,6
26423,12961,16.1,1920,1080,16.0,1024.0,1.51,16,1559.0,6
23656,12961,15.6,1920,1080,32.0,1024.0,1.58,11,1259.0,6
2350,4253,13.0,1920,1080,8.0,512.0,1.66,25,1276.47,5
44977,19560,15.6,1920,1080,64.0,2048.0,1.74,11,2049.0,6
7773,2040,15.6,1366,768,12.0,512.0,1.82,11,646.93,6
6132,1476,15.6,1920,1080,36.0,1024.0,1.9,1,759.0,6
48083,23757,15.6,2560,1440,48.0,2000.0,3.64,11,2010.18,5
28523,23757,15.6,2560,1440,32.0,2048.0,2.3,4,2369.0,6
17441,926,12.0,2160,1440,8.0,256.0,1.76,27,759.99,5
26454,1476,14.0,1920,1080,32.0,512.0,1.23,11,1285.51,6
8473,1476,15.0,1920,1200,8.0,256.0,2.09,11,1250.34,6
411,4253,17.3,1366,768,3.0,250.0,4.45,4,749.0,8
44977,26876,16.0,2560,1600,64.0,4096.0,2.55,21,2899.0,6
28003,7320,14.0,1920,1200,16.0,1024.0,6.36,4,1059.59,6
13144,2040,15.6,1920,1080,16.0,1024.0,1.86,16,899.0,5
28523,22459,16.0,2560,1600,16.0,1024.0,2.45,11,1849.0,6
1176,1476,14.0,1366,768,16.0,500.0,2.0,16,234.98,5
17546,2690,14.0,1920,1200,32.0,1024.0,1.36,21,1429.0,6
26423,26876,15.6,1920,1080,16.0,1024.0,1.84,4,1399.0,6
19333,2690,17.0,2560,1600,16.0,4096.0,2.32,20,1899.0,6
21384,4,14.0,1366,768,4.0,500.0,1.23,4,899.99,8
13554,2690,16.0,1920,1200,16.0,1024.0,1.95,11,879.99,5
1628,296,15.6,1366,768,16.0,512.0,2.1,21,569.99,5
29690,7320,16.0,1920,1200,32.0,1024.0,1.82,4,1579.0,6
1988,4253,15.6,1920,1080,4.0,64.0,0.55,31,184.03,0
32140,7320,15.6,1920,1080,64.0,2048.0,3.03,23,1749.0,6
17229,2690,13.3,2560,1600,16.0,512.0,1.32,21,949.0,6
26423,17089,15.6,1920,1080,32.0,1024.0,2.44,11,1779.99,6
4982,1476,15.6,1366,768,8.0,512.0,1.69,16,459.0,5
