,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
1918,Dell,Latitude 5430 Laptop,Intel Core i5 3.3 GHz,Intel Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 11 Pro,8 Pounds,889.34
1919,ASUS,,Intel Core i3 Core i3-370M 2.4 GHz,Intel,4 GB,13.3 Inches,1366 x 768 pixels,320 GB,Windows 7,3.7 Pounds,686.73
1920,Dell,Latitude 5420,Intel Core i5 Family Intel Core i5-1135G7 2.2 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,,929.0
1921,HP,HP,Intel Intel Core i5 Intel Core i5 4.2 GHz,Intel UHD Graphics,16 GB,15.6 Inches,,1 TB SSD,Windows 11 Home,,599.99
1922,Lenovo,IdeaPad Slim 5i,Intel Core i7 3.7 GHz,Intel,16 GB,16 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Home,8 Pounds,858.95
1923,Dell,3520,Intel Intel Core i3 i3-1215U 4.4 GHz,Intel UHD Graphics,12 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,,499.0
1924,Lenovo,,Intel,Intel,16 GB,14 Inches,1920 x 1080 pixels,512 GB,Windows 10,2 Kilograms,669.99
1925,Dell,Inspiron 16,Intel Core i7 Family Intel Core i7-13700H 3.1 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Home,,1439.0
1926,HP,Stream 11,Intel Celeron INTEL CELERON N2840/2G/32G 2.16 GHz,Integrated Graphics,2 GB,11.6 Inches,1366 x 768 pixels,32 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,2.82 Pounds,186.98
1927,Dell,Latitude 5410 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,3.26 Pounds,889.34
1928,Dell,Latitude 5320 Laptop,Intel Core i5 2.6 GHz,Intel Integrated Graphics,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,,525.51
1929,Toughbook,CF-54 MK3,Intel Intel Core i5 i5-7300u 2.6 GHz,Intel HD Graphics 620,16 GB,14 Inches,1360 x 768 pixels,512 GB SSD,Windows 10 Pro,6 Pounds,595.0
1930,Lenovo,IdeaPad Flex 5,Intel Core i5 Family Intel Core i5-1235U 2.7 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,3.31 Pounds,889.99
1931,Dell,Inspiron 14 Plus 7420 Laptop,Intel Core i7 12700H 4.7 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2240 x 1400 pixels,2 TB SSD,Windows 11 Pro,3.7 Pounds,1039.0
1932,HP,14-DK100,AMD Ryzen 3 3250U AMD Ryzen 3 3250U 2 GHz,AMD Radeon Graphics,12 GB,14 Inches,1366 x 768,512 GB SSD,Windows 11 Pro,,509.0
1933,HP,PROBOOK 6440B,Intel Core i5-2520M 2.4 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,6.31 Pounds,197.98
1934,Dell,i3493-3464BLK-PUS,Intel Core i3 Family 1.2 GHz,Intel UHD Graphics,4 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10,3.7 Pounds,278.99
1935,Dell,Inspiron 16 2-in-1,Intel Core i7 Family Intel Core i7-1260P 2.6 GHz,Intel Iris Xe Graphics,48 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Home,,1449.0
1936,Dell,Latitude 7430,Intel Core i7 Family i7-1265U 4.8 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,,1450.77
1937,Dell,LATITUDE E5450,Intel Core i3 INTEL CORE I3-5010U 2.1 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.98 Pounds,277.98
1938,MSI,CROSSHAIR1712295,Intel Core i7 Family Core i7-12700H 1.7,NVIDIA GeForce RTX 3070,16 GB,17.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8.2 Pounds,1899.99
1939,Lenovo,ThinkPad L450,Intel Core i5 4300U 1.9 GHz,Intel,12 GB,14 Inches,1366 x 768 pixels,1 TB SSD,Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French,,318.98
1940,Dell,LATITUDE 3450,Intel Core i5 INTEL CORE I5-5200U 2.2 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,4.18 Pounds,254.98
1941,Acer,,AMD,AMD,8 GB,,1920 x 1080 pixels,512 GB,Windows 11 Home,,385.29
1942,ASUS,ASUS VivoBook,Intel Core 2 Duo 1.3 GHz,NVIDIA,4 GB,15.6 Inches,1366 x 768,160 GB SATA,Windows 7 Professional 64-bit,5.2 Pounds,1299.0
1943,Dell,Latitude 9520 Laptop,Intel Core i5 2.6 GHz,Intel Integrated Graphics,16 GB,15 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,3.1 Pounds,970.19
1944,Lenovo,ThinkPad T450,Intel Core i5 4300U 1.9 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit Multi-Language Supports English/French/Spanish,3.58 Pounds,251.98
1945,Dell,Latitude Rugged 5420 Laptop,Intel Core i5 1.7 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,4.9 Pounds,797.0
1946,Dell,Latitude 5330 Laptop,Intel Core i7 3.6 GHz,Intel Integrated Graphics,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,2.65 Pounds,823.5
1947,acer,,AMD,AMD,8 GB,,1920 x 1080 pixels,256 GB,Windows 10 Home,,449.98
1948,HP,B09HSNNCQL,AMD Athlon B09HSNNCQL 2.6 GHz,AMD Athlon,4 GB,15.6 Inches,1920 x 1080 pixels,128 GB SSD,Windows 10 Home,,288.0
1949,HP,HP Chromebook Touchscreen,Intel Celeron N3350 Intel Celeron N4120 2.8 GHz,Intel HD Graphics 620,4 GB,14 Inches,1366 x 768 pixels,32 GB SSD,Chrome OS,1.7 Kilograms,259.0
1950,MSI,Modern 14 B11MO-608,Intel Core i7 Family i7-1165G7 0.9 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Home,2.62 Pounds,899.0
1951,Dell,LATITUDE 5400,Intel Core i5 INTEL CORE I5-8365U 1.6 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.26 Pounds,359.98
1952,ASUS,,Intel Core 2 Duo 2.1 GHz,"NVIDIA GeForce GT 650M, Intel HD Graphics 520",4 GB,13.3 Inches,,320 GB,Windows Vista Home Premium 32-bit,5.6 Pounds,999.0
1953,Asus,,Intel Core 2 Duo 2 GHz,Radeon,4 GB,10.1 Inches,1366 x 768 pixels,250 GB HDD,Windows Vista,2.5 Pounds,799.0
1954,HP,Laptop 15-dw3033dx,Intel Unknown Intel Core i3-1115G4 4.1 GHz,Integrated,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,29 Pounds,426.99
1955,acer,Swift 3 13,Intel Core i7 Family Intel Core i7-1165G7 3 GHz,Intel Iris Xe Graphics,8 GB,13.5 Inches,2256 x 1504,512 GB SSD,Windows 11 Home,,739.0
1956,Dell,XPS 9305 Laptop,Intel Core i7 1.2 GHz,Intel,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,2.6 Pounds,1024.48
1957,Dell,Latitude 7420 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.7 Pounds,1097.24
1958,Dell,Inspiron 5425 Laptop,AMD Ryzen 7 2 GHz,AMD Integrated Graphics,16 GB,14 Inches,1920 x 1200 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,799.99
1959,DELL,Inspiron 15,Intel Core i5 Family Intel Core i5-1035G1 1.2 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,549.0
1960,Dell,Latitude,Intel Core i7 i7-1165G7 4.7 GHz,Intel Iris Xe Graphics,64 GB,15 Inches,1366 x 768 pixels,1 TB SSD,Windows 11 Pro,,1307.45
1961,Dell,Alienware m18 Laptop,Intel Core i7 3.7 GHz,NVIDIA GeForce RTX 4070,32 GB,18 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2116.93
1962,Lenovo,Lenovo Ideapad,Intel 8032 Core i5-8265U,Intel HD Graphics 615,8 GB,15.6 Inches,1920 x 1080 pixels,,Windows 10,4 Pounds,455.88
1963,Dell,Alienware X17 R2 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3070 Ti,64 GB,17.3 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2407.86
1964,Dell,Inspiron 3520 Laptop,Intel Core i7 3.5 GHz,Intel Integrated Graphics,64 GB,15.6 Inches,1920 x 1080 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,1016.3
1965,Dell,Alienware m16 Laptop,Intel Core i9 3.9 GHz,NVIDIA GeForce RTX 4080,32 GB,16 Inches,2560 x 1600 pixels,2000 GB SSD,Windows 11 Home,8 Pounds,2560.57
1966,Lenovo,‎Lenovo Ideapad,Intel Core i3 i3-8130U 2.2 GHz,Intel UHD Graphics 620,8 GB,15.6 Inches,1366 x 768 pixels,1 TB HDD,Windows 10,4.85 Pounds,562.0
1967,Lenovo,ThinkPad T450,Intel Core i5 4300U 1.9 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,1 TB SSD,Windows 10 Pro 64 Bit Multi-Language Supports English/French/Spanish,3.58 Pounds,348.98
1968,acer,Aspire 3,AMD Ryzen 5 AMD Ryzen 5 3500U 2.4 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,,589.0
1969,HP,17-CN300,Intel Core i5 Family Intel Core i5-1335U 2.3 GHz,Intel Iris Xe Graphics,16 GB,17.3 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,,819.0
1970,Dell,Inspiron 3000,Intel Core i5 Family 2.3 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 10 Pro,3.81 Pounds,899.0
1971,Dell,Dell Inspiron,Intel Intel Core i7-1165G7 Core i7-1165G7 2.4 GHz,Intel,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,4.08 Pounds,863.99
1972,HP,HP-15-EG100,Intel Core i7 Family Intel Core i7-1195G7 2.9 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 10 Pro,3.86 Pounds,1449.99
1973,Dell,Dell Inspiron 16 5620 12th i5,Intel Core i5 i5-1235U 3.3 GHz,Intel Iris Xe Graphics Integrated,16 GB,16 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Pro,4.13 Pounds,883.1
1974,Dell,Latitude 5410 Laptop,Intel Core i7 1.8 GHz,Intel,32 GB,14 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Pro,3.26 Pounds,984.05
1975,LENOVO,82R7,Intel Core i7 Family Intel Core i5-1235U 2.4 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,2880 x 1800,2 TB SSD,Windows 10 Pro,3.3 Pounds,1499.0
1976,HP,Envy x360 15 10th 1TB SSD,Intel Core i7 i7-1165G7 1.8 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10,4.5 Pounds,969.99
1977,Dell,Latitude 7420,Intel Core i5 1.5 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920x1080,512 GB,Windows 11 Pro,2.9 Pounds,809.0
1978,Dell,Latitude 7420 Laptop,Intel Core i7 1.8 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,2.7 Pounds,692.99
1979,DELL,Inspiron 15,AMD Ryzen 7 AMD Ryzen 7 5825U 2.2 GHz,AMD Radeon Graphics,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Home,4.2 Pounds,1009.0
1980,Dell,Latitude,Intel Core i5 Family 1145G7 2.6 GHz,Intel Iris Xe Graphics,64 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,,1101.86
1981,ASUS,,Intel Core i3 1.86 GHz,NVIDIA GeForce 310M,4 GB,13.3 Inches,,500 GB,Windows 7 Home Premium (64 bit),4.18 Pounds,849.0
1982,Dell,Alienware m16 Laptop,Intel Core i9 3.9 GHz,NVIDIA GeForce RTX 4080,32 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,2506.28
1983,DELL,,Intel Core i5 Family 1235U 2.6 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,3 Pounds,829.0
1984,Lenovo,Yoga 7i,Intel Core i5 Family Intel Core i5-1335U 2.9 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,2240 x 1400,1 TB SSD,Windows 11 Pro,3.42 Pounds,909.99
1985,Dell,PRECISION M4800,Intel Core i5 INTEL CORE I5-4310M 2.7 GHz,Integrated Graphics,,15.6 Inches,1366 x 768 pixels,1000 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,6.38 Pounds,314.98
1986,Dell,LATITUDE 5490,Intel Core i7 INTEL CORE I7-8650U 1.9 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.52 Pounds,392.98
1987,Lenovo,Lenovo ThinkPad T14s Gen 2,Intel Intel Core i7-1165G7 1135G7 2.8 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,4.02 Pounds,980.77
1988,Dell,Latitude 5500,Intel Core i7 1.9 GHz,Intel UHD 620 Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,1.82 Kilograms,1597.77
1989,Dell,Alienware m18 Laptop,Intel Core i7 3.7 GHz,NVIDIA GeForce RTX 4060,16 GB,18 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,2039.35
1990,Dell,Precision 3560 Laptop,Intel Core i7 1.2 GHz,Intel,16 GB,15.6 Inches,1366x768,256 GB SSD,Windows 10 Pro,3.5 Pounds,1081.07
1991,Dell,Latitude 5430 Laptop,Intel Core i5 3.3 GHz,Intel Integrated Graphics,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,8 Pounds,923.99
1992,Dell,LATITUDE E7440,Intel Core i5 4300U 1.9 GHz,Integrated Graphics,8 GB,14 Inches,,256 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,4.6 Pounds,249.98
1993,HP,1C8N8UT#ABA,Intel Core i7 4.9 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Pro,,1071.5
1994,Dell,Latitude 7420 Laptop,Intel Core i5 0.9 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,2.7 Pounds,754.21
1995,Dell,Inspiron 3515,AMD R Series 2.1 GHz,AMD Radeon Graphics,64 GB,15.6 Inches,1366 x 768,1 TB,Windows 10 Home,3.56 Pounds,848.76
1996,Dell,Latitude 9420,Intel Unknown 11th Gen Intel Core i7-1185G7 3 GHz,Integrated,16 GB,14 Inches,1920 x 1200 pixels,256 GB SSD,Windows 10 Pro,3.2 Pounds,669.89
1997,Dell,LATITUDE 5400,Intel Core i5 INTEL CORE I5-8365U 1.6 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.26 Pounds,359.95
1998,Lenovo,81WE00ENUS,Intel Core i5 1 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366x768,256 GB SSD,Windows 10,1.8 Kilograms,549.94
1999,DELL,Latitude 5320,Intel Core i7 Family Intel Core i7-1185G7 3.1 GHz,Intel Iris Xe Graphics,32 GB,13.3 Inches,1920 x 1080,1 TB SSD,Windows 11 Pro,2.6 Pounds,1259.0
2000,Dell,Latitude,Intel Core i5 1.7 GHz,Intel,32 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 10 Pro,5 Pounds,285.05
2001,Dell,LATITUDE E7470,Intel Core i5 INTEL CORE I5-6200U 2.3 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.32 Pounds,303.98
2002,acer,CB315-3H-C4QE,Intel Celeron N Celeron N4000 2.6 GHz,Intel,4 GB,15.6 Inches,1366 x 768 pixels,64 GB Embedded MultiMediaCard,Chrome OS,4.19 Pounds,172.26
2003,Dell,,Intel Core i5 1.7 GHz,Intel,8 GB,13.3 Inches,1366 x 768 pixels,,Windows 10 Pro,,548.85
2004,Lenovo,82R7,Intel Core i5 Family 2.4 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Home,3.31 Pounds,899.99
2005,Lenovo,82D2000NUS,Intel Core i7 Family Intel Core i7-1195G7 3.1 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,3840 x 2160,1 TB SSD,Windows 10 Home,,1029.0
2006,acer,CB3-532,Intel Celeron Celeron N3060 1.6 GHz,Intel HD Graphics 400,2 GB,15.6 Inches,1366 x 768,16 GB SSD,Chrome OS,4.2 Pounds,219.0
2007,Dell,,,Integrated,16 GB,14 Inches,,,Windows 11 Pro,,873.0
2008,Lenovo,ThinkPad X1 Carbon Gen 11,Intel Core i7 Family Intel Core i7-1365U 3.1 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 11 Pro,,1599.0
2009,Lenovo,81WF004CUS,Intel Core i5 Family i5-1035G1 1 GHz,Intel UHD Graphics,36 GB,17.3 Inches,1600 x 900 pixels,1 TB SSD,Windows 10 Home,4.84 Pounds,999.99
2010,acer,Aspire 5,Intel Core i5 Family Intel Core i5-1135G7 2.4 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,3.75 Pounds,619.37
2011,Dell,Latitude 3540 Laptop,Intel Core i3 3.3 GHz,Intel Integrated Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,3.99 Pounds,712.3
2012,Lenovo,IdeaPad 3,Intel Core i3 Family Intel Core i3-1115G4 1.9 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,1.65 Kilograms,508.62
2013,Dell,Inspiron 7000,Intel Core i7 Family Intel 12th i7-1260P 3.3 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,1920x1200,2 TB SSD,Windows 11 Home,4.62 Pounds,1665.02
2014,HP,PROBOOK 640G3,Intel Core i5 INTEL CORE I5-7200U 2.5 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,4.3 Pounds,316.29
2015,Dell,,Intel Core i7 2.6 GHz,Intel,8 GB,17.3 Inches,1600 x 900 pixels,,Windows 10 Pro,,1845.8
2016,acer,CB514-1WT-33MW,Intel Core I3 1115G4 i3-1115G4 4.1 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080,128 GB SSD,Chrome OS,3.02 Pounds,739.99
2017,HP,14-DK000,AMD Ryzen 3 3200U AMD Ryzen 3 3200U 2.6 GHz,AMD Radeon Vega 3,32 GB,14 Inches,1366 x 768,1 TB SSD,Windows 10 Pro,,721.71
2018,HP,,Intel,Intel HD Graphics 400,4 GB,14 Inches,1366 x 768 pixels,"32 GB Emmc, SSD",Windows 10,4.28 Pounds,199.99
2019,DELL,Inspiron 15 i3530,Intel Core i7 Family Intel Core i7-1355U 3 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,,1089.0
2020,Lenovo,Lenovo IdeaPad Slim 9 82D2,Intel Core i7 Family Intel Core i7-1195G7 3 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,3840 x 2160,1 TB SSD,Windows 10 Home,2.65 Pounds,1097.91
2021,Dell,Latitude 5530 Laptop,Intel Core i5 3.3 GHz,Intel Integrated Graphics,32 GB,15.6 Inches,1366 x 768 pixels,1000 GB SSD,Windows 11 Pro,8 Pounds,933.23
2022,Dell,Latitude 5420 Rugged,Intel Core i5 1.7 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,128 GB SSD,Windows 10,4.9 Pounds,1499.99
2023,Dell,Dell Latitude,Intel Core i5 Core i5-8250u 1.6 GHz,Intel UHD Graphics 620,8 GB,14.1 Inches,1366 x 768 pixels,,Windows 10 Pro,3.1 Pounds,1218.77
2024,Dell,G16 7630 Laptop,Intel Core i9 3.9 GHz,NVIDIA GeForce RTX 4070,32 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,8 Pounds,1710.79
2025,HP,PROBOOK 6470B,Intel Core i5-3340M 2.7 GHz,Integrated Graphics,8 GB,14 Inches,,128 GB SSD,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish,5.48 Pounds,210.98
2026,Dell,Alienware m15 R7 Laptop,Intel Core i7 3.5 GHz,NVIDIA GeForce RTX 3080 Ti,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,8 Pounds,1871.09
2027,Dell,Latitude 7430 Laptop,Intel Core i7 3.6 GHz,Intel Integrated Graphics,32 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,2.69 Pounds,1039.49
2028,acer,Aspire 5 15,Intel Core i5 Family Intel Core i5-12450H 2.4 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,,649.0
2029,Dell,Inspiron 5425 Laptop,AMD Ryzen 7 2 GHz,AMD Integrated Graphics,16 GB,14 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,8 Pounds,844.4
2030,Microsoft,,Intel,AMD,8 GB,15 Inches,2496 x 1664,128 GB,Windows 10,3.4 Pounds,699.08
2031,Dell,LATITUDE E5450,Intel Core i3 INTEL CORE I3-5010U 2.1 GHz,Integrated Graphics,16 GB,14 Inches,1366 x 768 pixels,128 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.98 Pounds,246.98
2032,Lenovo,Lenovo ThinkPad T14 Gen 4,Intel Core i7 Family Intel Core i7-1355U 5 GHz,Intel UHD Graphics,32 GB,14 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Pro,8 Pounds,1111.27
2033,Dell,DJT6M,Intel Core i5 Core i5-8365U 1.6 GHz,Intel UHD Graphics 620,8 GB,13.3 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro (English/French/Spanish),3.4 Pounds,809.89
2034,Asus,,Intel Core i5 Core i5-480M 2.66 GHz,Intel GMA Graphics,4 GB,15.6 Inches,1366_x_768,500 GB HDD,Windows 7 Home Premium,5.8 Pounds,699.0
2035,Dell,Latitude 3410 Laptop,Intel Core i5 1.6 GHz,Intel Integrated Graphics,,14 Inches,,512 GB SSD,Windows 10 Pro,,1686.35
2036,Dell,,Intel Core i5 1.6 GHz,Intel,,14 Inches,,,Windows 10 Pro,,1664.9
2037,Dell,,Intel Core i5 1.6 GHz,Intel,,14 Inches,,,Windows 10 Pro,,1664.9
2038,Dell,,Intel Core i5 1.6 GHz,Intel,8 GB,14 Inches,1920 x 1080 pixels,,Windows 10 Pro,,1664.9
2039,Dell,,Intel Core i5 1.6 GHz,Intel,,14 Inches,,,Windows 10 Pro,,1664.9
2040,Dell,G16 7620 Laptop,Intel Core i9 3.8 GHz,NVIDIA GeForce RTX 3070,32 GB,16 Inches,2560 x 1600 pixels,1000 GB SSD,Windows 11 Home,5.4 Pounds,1593.58
2041,Dell,LATITUDE E7470,Intel Core i5 INTEL CORE I5-6200U 2.3 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,3.32 Pounds,290.98
2042,Dell,Latitude 5520 Laptop,Intel Core i7 1.2 GHz,Intel,64 GB,15.6 Inches,1366 x 768 pixels,1000 GB SSD,Windows 11 Home,3.5 Pounds,1307.45
2043,Dell,Latitude 7320 Detachable 2-in-1,Intel Core i7 2.2 GHz,Intel Integrated Graphics,16 GB,13 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,1.7 Pounds,914.19
2044,Lenovo,IdeaPad 3,Intel Core i7 Family Intel Core i7-1255U 2.4 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,3.6 Pounds,829.0
2045,HP,Envy x360 2-in-1,Intel Core i7 Family Intel Core i7-1255U 2.6 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 11 Pro,,1469.0
2046,Dell,Precision 7760 Laptop,Intel Core i5 2.9 GHz,Intel Integrated Graphics,8 GB,17.3 Inches,3840 x 2160 pixels,512 GB SSD,Windows 11 Pro,6.65 Pounds,1724.4
2047,ASUS,Asus K50I Series,Intel Pentium,Intel HD Graphics,2 GB,15.6 Inches,1366 x 768,320 GB,Windows 7 Home Premium,6 Pounds,469.0
2048,Lenovo,IdeaPad Flex 5 16,Intel Core i7 Family Intel Core i7-1255U 3.2 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 10 Pro,4.63 Pounds,1109.0
2049,Dell,Latitude 5520 Laptop,Intel Core i7 1.2 GHz,Intel,32 GB,15.6 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 11 Home,3.5 Pounds,1204.65
2050,Microsoft,Surface Laptop,Intel Core i5 Core i5 1.2 GHz,Intel Iris Plus,8 GB,13.5 Inches,2256 x 1504,128 GB SSD,Windows 10 Home,2.79 Pounds,599.99
2051,HP,15-EG0070,Intel Core i7 Family Intel Core i7-1165G7 2.8 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,3.86 Pounds,979.99
2052,Asus,Asus Zenbook 14,AMD AMD Ryzen 7 Ryzen 7 5800H 2.9 GHz,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,2.87 Pounds,989.0
2053,Luqeeg,Luqeegxhuycpoaq4-11,,Intel UHD Graphics,16 GB,,1920 x 1080 pixels,,No OS,,375.41
2054,Dell,Latitude 5520 Laptop,Intel Core i7 1.2 GHz,Intel,64 GB,15.6 Inches,,2000 GB SSD,Windows 11 Home,3.5 Pounds,1354.81
